horse,horseLabel,mother,motherLabel,father,fatherLabel,birthyear,deathyear,genderLabel
http://www.wikidata.org/entity/Q87756281,Gouty,http://www.wikidata.org/entity/Q87756486,Yellow mare,http://www.wikidata.org/entity/Q11306236,Sir Peter Teazle,1796,,male organism
http://www.wikidata.org/entity/Q87756486,Yellow mare,http://www.wikidata.org/entity/Q61998454,Perdita,http://www.wikidata.org/entity/Q61988089,Tandem,1783,,female organism
http://www.wikidata.org/entity/Q87756719,Jet,http://www.wikidata.org/entity/Q87757357,Jewel,http://www.wikidata.org/entity/Q87757008,Magnet,1785,,female organism
http://www.wikidata.org/entity/Q87757008,Magnet,http://www.wikidata.org/entity/Q87757356,Cassandra,http://www.wikidata.org/entity/Q5742973,Herod,1770,,male organism
http://www.wikidata.org/entity/Q87757356,Cassandra,http://www.wikidata.org/entity/Q62027411,Brown Basto,http://www.wikidata.org/entity/Q4925119,Blank,1756,,female organism
http://www.wikidata.org/entity/Q87757357,Jewel,http://www.wikidata.org/entity/Q87757358,Sophia,http://www.wikidata.org/entity/Q17021688,Squirrel,1775,,female organism
http://www.wikidata.org/entity/Q87757358,Sophia,http://www.wikidata.org/entity/Q62021813,Diana,http://www.wikidata.org/entity/Q4925119,Blank,1764,,female organism
http://www.wikidata.org/entity/Q87757360,Etiquette,http://www.wikidata.org/entity/Q61993756,Boadicea,http://www.wikidata.org/entity/Q7105216,Orville,1820,,female organism
http://www.wikidata.org/entity/Q87757415,Geheimniss,http://www.wikidata.org/entity/Q87757418,Nameless,http://www.wikidata.org/entity/Q87757416,Rosicrucian,1879,,female organism
http://www.wikidata.org/entity/Q87757416,Rosicrucian,http://www.wikidata.org/entity/Q63985359,Madame Eglentine,http://www.wikidata.org/entity/Q4876072,Beadsman,1865,,male organism
http://www.wikidata.org/entity/Q87757418,Nameless,http://www.wikidata.org/entity/Q87757435,No Name,http://www.wikidata.org/entity/Q61997132,Blinkhoolie,1874,,female organism
http://www.wikidata.org/entity/Q87757435,No Name,http://www.wikidata.org/entity/Q87757464,Queen of Beauty,http://www.wikidata.org/entity/Q7693951,Teddington,1861,,female organism
http://www.wikidata.org/entity/Q87757464,Queen of Beauty,http://www.wikidata.org/entity/Q87757465,Birthday,http://www.wikidata.org/entity/Q61987506,Melbourne,1854,,female organism
http://www.wikidata.org/entity/Q87757465,Birthday,http://www.wikidata.org/entity/Q87757467,Honoria,http://www.wikidata.org/entity/Q61993750,Pantaloon,1843,,female organism
http://www.wikidata.org/entity/Q87757467,Honoria,http://www.wikidata.org/entity/Q87755943,Maid of Honor,http://www.wikidata.org/entity/Q5025850,Camel,1836,,female organism
http://www.wikidata.org/entity/Q87757471,Quire,,,http://www.wikidata.org/entity/Q87757474,Fairy King,1918,,female organism
http://www.wikidata.org/entity/Q87757474,Fairy King,http://www.wikidata.org/entity/Q87758022,Queen Fairy,http://www.wikidata.org/entity/Q16960061,Desmond,1910,,male organism
http://www.wikidata.org/entity/Q87758022,Queen Fairy,http://www.wikidata.org/entity/Q87759593,Lady Lothian,http://www.wikidata.org/entity/Q87758077,Oberon,1896,,female organism
http://www.wikidata.org/entity/Q87758077,Oberon,http://www.wikidata.org/entity/Q7992029,Wheel of Fortune,http://www.wikidata.org/entity/Q1492693,Galopin,1883,,male organism
http://www.wikidata.org/entity/Q87758099,Queen Bertha,http://www.wikidata.org/entity/Q87759573,Flax,http://www.wikidata.org/entity/Q62033517,Kingston,1860,,female organism
http://www.wikidata.org/entity/Q87759573,Flax,http://www.wikidata.org/entity/Q87759577,Odessa,http://www.wikidata.org/entity/Q7646532,Surplice,1855,,female organism
http://www.wikidata.org/entity/Q87759577,Odessa,http://www.wikidata.org/entity/Q87759589,sister to Cobweb,http://www.wikidata.org/entity/Q7636587,Sultan,1833,,female organism
http://www.wikidata.org/entity/Q87759589,sister to Cobweb,http://www.wikidata.org/entity/Q61978848,Filagree,http://www.wikidata.org/entity/Q7180538,Phantom,1820,,female organism
http://www.wikidata.org/entity/Q87759593,Lady Lothian,http://www.wikidata.org/entity/Q87759967,Daffodil,http://www.wikidata.org/entity/Q87759594,Exchequer,1882,,female organism
http://www.wikidata.org/entity/Q87759594,Exchequer,http://www.wikidata.org/entity/Q87759597,Stamp,http://www.wikidata.org/entity/Q7618274,Stockwell,1859,,male organism
http://www.wikidata.org/entity/Q87759597,Stamp,http://www.wikidata.org/entity/Q87759598,Receipt,http://www.wikidata.org/entity/Q5371990,Emilius,1842,,female organism
http://www.wikidata.org/entity/Q87759598,Receipt,http://www.wikidata.org/entity/Q87759599,Sam mare,http://www.wikidata.org/entity/Q7372299,Rowton,1836,,female organism
http://www.wikidata.org/entity/Q87759599,Sam mare,http://www.wikidata.org/entity/Q6911279,Morel,http://www.wikidata.org/entity/Q7407055,Sam,1826,,female organism
http://www.wikidata.org/entity/Q87759600,Hornby Lass,http://www.wikidata.org/entity/Q87759601,Puzzle,http://www.wikidata.org/entity/Q11327618,Buzzard,1796,,female organism
http://www.wikidata.org/entity/Q87759601,Puzzle,http://www.wikidata.org/entity/Q87759609,Princess,http://www.wikidata.org/entity/Q1101198,Matchem,1778,,female organism
http://www.wikidata.org/entity/Q87759609,Princess,http://www.wikidata.org/entity/Q61988119,Julia,http://www.wikidata.org/entity/Q5742973,Herod,1769,,female organism
http://www.wikidata.org/entity/Q87759967,Daffodil,http://www.wikidata.org/entity/Q87760052,Cinderina,http://www.wikidata.org/entity/Q87760040,Dalesman,1875,,female organism
http://www.wikidata.org/entity/Q87760040,Dalesman,http://www.wikidata.org/entity/Q87760042,Agnes,http://www.wikidata.org/entity/Q6412111,King Tom,1863,,male organism
http://www.wikidata.org/entity/Q87760042,Agnes,http://www.wikidata.org/entity/Q87760044,Black Agnes,http://www.wikidata.org/entity/Q61993750,Pantaloon,1848,,female organism
http://www.wikidata.org/entity/Q87760044,Black Agnes,http://www.wikidata.org/entity/Q87760047,Walton mare,http://www.wikidata.org/entity/Q7919270,Velocipede,1831,,female organism
http://www.wikidata.org/entity/Q87760047,Walton mare,http://www.wikidata.org/entity/Q62022126,Young Noisette,http://www.wikidata.org/entity/Q17041157,Walton,1808,,female organism
http://www.wikidata.org/entity/Q87760052,Cinderina,http://www.wikidata.org/entity/Q87760053,Lady Durham,http://www.wikidata.org/entity/Q62016657,The Miner,1869,,female organism
http://www.wikidata.org/entity/Q87760053,Lady Durham,,,http://www.wikidata.org/entity/Q87760059,Lambton,1862,,female organism
http://www.wikidata.org/entity/Q87760059,Lambton,,,http://www.wikidata.org/entity/Q87760060,The Cure,1850,,male organism
http://www.wikidata.org/entity/Q87760060,The Cure,,,http://www.wikidata.org/entity/Q87760061,Physician,1841,,male organism
http://www.wikidata.org/entity/Q87760061,Physician,,,http://www.wikidata.org/entity/Q62028944,Brutandorf,1829,,male organism
http://www.wikidata.org/entity/Q88176090,Admire Virgo,,,,,,,male organism
http://www.wikidata.org/entity/Q88319547,Double Century,,,,,1975,1997,
http://www.wikidata.org/entity/Q88389884,Daryl's Joy,,,,,,,
http://www.wikidata.org/entity/Q88389955,Rebel Raider,,,,,2005,2019,
http://www.wikidata.org/entity/Q88404058,Violoncello,,,,,,,male organism
http://www.wikidata.org/entity/Q88587108,Manfred,,,,,1922,1940,male organism
http://www.wikidata.org/entity/Q88910697,Shine Garnet,,,,,,,female organism
http://www.wikidata.org/entity/Q88910742,Epos,,,http://www.wikidata.org/entity/Q16851858,Just A Way,2017,,female organism
http://www.wikidata.org/entity/Q88910861,Cross Krieger,,,,,,,male organism
http://www.wikidata.org/entity/Q88910924,Ablaze,,,,,,,female organism
http://www.wikidata.org/entity/Q88910978,Galore Creek,,,,,,,male organism
http://www.wikidata.org/entity/Q88911031,Satono Impresa,,,,,,,male organism
http://www.wikidata.org/entity/Q88962320,Rubaiyat,,,,,,,
http://www.wikidata.org/entity/Q89121616,Kirkland,,,,,1896,,male organism
http://www.wikidata.org/entity/Q893548,Borgia,,,http://www.wikidata.org/entity/Q338164,Acatenango,1994,2012,female organism
http://www.wikidata.org/entity/Q89444377,Suave Aramis,,,,,,,male organism
http://www.wikidata.org/entity/Q89444378,Gold Queen,,,,,,,female organism
http://www.wikidata.org/entity/Q89486937,Polar Bear des Légendes celtiques,,,,,2014,,male organism
http://www.wikidata.org/entity/Q89521788,Whittier,,,,,1919,,male organism
http://www.wikidata.org/entity/Q901453,Overdose,,,,,2005,2015,male organism
http://www.wikidata.org/entity/Q90401480,Prince Tagg,,,,,2006,2018,
http://www.wikidata.org/entity/Q90410863,Git Key,,,,,1967,,
http://www.wikidata.org/entity/Q915971,Highflyer,http://www.wikidata.org/entity/Q61988120,Rachel,http://www.wikidata.org/entity/Q5742973,Herod,1774,1793,male organism
http://www.wikidata.org/entity/Q9160448,Artemor,,,,,,,
http://www.wikidata.org/entity/Q916380,Sassafras,,,,,1967,,male organism
http://www.wikidata.org/entity/Q91783837,Green Manalishi,,,,,2016,,
http://www.wikidata.org/entity/Q9252220,El Paso,,,,,1967,1995,
http://www.wikidata.org/entity/Q92733773,Affection,,,,,1914,1934,female organism
http://www.wikidata.org/entity/Q92752381,Ulvsåsen,,,,,2016,,
http://www.wikidata.org/entity/Q92864986,Albigna,,,,,,,female organism
http://www.wikidata.org/entity/Q92865082,Alligator Blood,,,,,,,male organism
http://www.wikidata.org/entity/Q92865183,Alson,,,,,,,male organism
http://www.wikidata.org/entity/Q92865262,Apple's Jade,,,,,,,female organism
http://www.wikidata.org/entity/Q92865262,Apple's Jade,,,,,,,male organism
http://www.wikidata.org/entity/Q92865344,Baystone,,,,,,,male organism
http://www.wikidata.org/entity/Q92865408,Begood Toya Mother,,,,,,,male organism
http://www.wikidata.org/entity/Q92865505,Big Jake,,,,,2001,2021,male organism
http://www.wikidata.org/entity/Q92865560,Bivouac,,,,,,,male organism
http://www.wikidata.org/entity/Q92865643,Brametot,,,,,2014,,male organism
http://www.wikidata.org/entity/Q92865723,Castle Lady,,,,,,,female organism
http://www.wikidata.org/entity/Q92865805,Channel,,,,,,,female organism
http://www.wikidata.org/entity/Q92865894,Colette,,,,,,,female organism
http://www.wikidata.org/entity/Q92865945,Lilacs and Lace,,,,,,,female organism
http://www.wikidata.org/entity/Q92865991,Donjuan Triumphant,,,,,,,male organism
http://www.wikidata.org/entity/Q92866032,イナズマクロス,,,,,,,female organism
http://www.wikidata.org/entity/Q92866095,Vous Etes Jolie,,,,,,,female organism
http://www.wikidata.org/entity/Q92866133,Epatante,,,,,,,female organism
http://www.wikidata.org/entity/Q92866228,Etah James,,,,,,,female organism
http://www.wikidata.org/entity/Q92866350,French Flash Hawk,,,,,,2016,male organism
http://www.wikidata.org/entity/Q92866459,Honeysuckle,,,,,,,female organism
http://www.wikidata.org/entity/Q92866622,King's Legacy,,,,,,,male organism
http://www.wikidata.org/entity/Q92866630,Justin,,,,,,,male organism
http://www.wikidata.org/entity/Q92866678,Mkfancy,,,,,,,male organism
http://www.wikidata.org/entity/Q92866679,Sound Chiara,,,,,,,female organism
http://www.wikidata.org/entity/Q92866719,Not A Single Doubt,,,,,,,male organism
http://www.wikidata.org/entity/Q92866770,One Master,,,,,,,female organism
http://www.wikidata.org/entity/Q92866826,Persian King,,,,,,,male organism
http://www.wikidata.org/entity/Q92866863,Pinker Pinker,,,,,,,female organism
http://www.wikidata.org/entity/Q92866864,Luftstrom,,,,,,,male organism
http://www.wikidata.org/entity/Q92866880,Quick Thinker,,,,,,,male organism
http://www.wikidata.org/entity/Q92866902,Daring Tact,http://www.wikidata.org/entity/Q101192470,Daring Bird,http://www.wikidata.org/entity/Q11290535,Epiphaneia,2017,,female organism
http://www.wikidata.org/entity/Q92866903,Sherwood Forest,,,,,,,male organism
http://www.wikidata.org/entity/Q92866905,Stay in Seattle,,,,,,,male organism
http://www.wikidata.org/entity/Q92866906,Silver Cloud,,,,,,,male organism
http://www.wikidata.org/entity/Q92866912,Admire Eikan,,,,,,,male organism
http://www.wikidata.org/entity/Q92866928,Siyarafina,,,,,,,female organism
http://www.wikidata.org/entity/Q92866963,Turbulent Descent,,,,,,,female organism
http://www.wikidata.org/entity/Q92866996,Cryptogram,http://www.wikidata.org/entity/Q113946066,Cheers Message,http://www.wikidata.org/entity/Q11297858,King Kamehameha,2012,,male organism
http://www.wikidata.org/entity/Q92867044,Untidy,,,,,,,female organism
http://www.wikidata.org/entity/Q92867048,Win Marilyn,,,http://www.wikidata.org/entity/Q11311521,Screen Hero,2017,,female organism
http://www.wikidata.org/entity/Q92867096,Verbatim,,,,,,,male organism
http://www.wikidata.org/entity/Q92867099,Sweet Salsa,,,,,,,female organism
http://www.wikidata.org/entity/Q92867162,Victor Ludorum,,,,,,,male organism
